<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.01.09	1.30715	1.30953	1.30364	1.30510	48381	0	5
2013.01.10	1.30509	1.32789	1.30383	1.32691	55134	0	5
2013.01.11	1.32692	1.33644	1.32481	1.33416	51563	0	3
2013.01.13	1.33621	1.33727	1.33525	1.33716	2490	0	4
2013.01.14	1.33716	1.34031	1.33357	1.33799	49615	0	5
2013.01.15	1.33800	1.33930	1.32664	1.33031	57956	0	5
2013.01.16	1.33030	1.33242	1.32564	1.33058	53050	0	4
2013.01.17	1.33060	1.33871	1.32696	1.33722	55193	0	5
2013.01.18	1.33723	1.33979	1.32798	1.33195	51363	0	4
2013.01.20	1.33107	1.33184	1.33012	1.33070	2352	0	4
2013.01.21	1.33072	1.33315	1.32991	1.33062	37199	0	4
2013.01.22	1.33061	1.33711	1.32667	1.33179	55221	0	4
2013.01.23	1.33175	1.33538	1.32642	1.33050	47808	0	4
2013.01.24	1.33053	1.33922	1.32859	1.33663	55577	0	4
2013.01.25	1.33665	1.34785	1.33500	1.34629	54906	0	4
2013.01.27	1.34598	1.34706	1.34570	1.34589	2819	0	4
2013.01.28	1.34591	1.34765	1.34244	1.34516	49499	0	4
2013.01.29	1.34517	1.34963	1.34140	1.34876	53765	0	4
2013.01.30	1.34877	1.35857	1.34816	1.35705	56867	0	4
2013.01.31	1.35704	1.36168	1.35409	1.36110	55812	0	4
2013.02.01	1.36109	1.37106	1.35858	1.36391	59493	0	5
2013.02.03	1.36488	1.36532	1.36388	1.36430	2441	0	4
2013.02.04	1.36435	1.36443	1.34910	1.34948	57987	0	3
2013.02.05	1.34949	1.35969	1.34578	1.35821	63791	0	2
2013.02.06	1.35822	1.35953	1.34939	1.35146	58507	0	4
2013.02.07	1.35148	1.35765	1.33705	1.33952	63405	0	4
2013.02.08	1.33954	1.34282	1.33532	1.33614	54415	0	4
2013.02.10	1.33682	1.33765	1.33633	1.33751	2496	0	7
2013.02.11	1.33751	1.34265	1.33562	1.34072	51331	0	4
2013.02.12	1.34071	1.34751	1.33640	1.34522	55477	0	3
2013.02.13	1.34521	1.35193	1.34260	1.34441	52476	0	1
2013.02.14	1.34442	1.34546	1.33147	1.33520	58114	0	4
2013.02.15	1.33518	1.33929	1.33062	1.33585	41520	0	3
2013.02.17	1.33484	1.33561	1.33376	1.33413	2079	0	4
2013.02.18	1.33412	1.33782	1.33215	1.33446	29873	0	2
2013.02.19	1.33448	1.34201	1.33294	1.34188	35359	0	3
2013.02.20	1.34186	1.34316	1.32709	1.32842	39678	0	3
2013.02.21	1.32841	1.32888	1.31612	1.31848	42190	0	3
2013.02.22	1.31846	1.32443	1.31451	1.31907	33677	0	2
2013.02.24	1.31904	1.32044	1.31818	1.31883	2263	0	7
2013.02.25	1.31881	1.33183	1.30487	1.30824	52437	0	3
2013.02.26	1.30824	1.31209	1.30180	1.30592	52621	0	3
2013.02.27	1.30593	1.31605	1.30415	1.31464	47866	0	3
2013.02.28	1.31463	1.31574	1.30527	1.30655	39456	0	2
2013.03.03	1.30136	1.30304	1.30017	1.30109	1472	0	4
2013.03.04	1.30103	1.30398	1.29822	1.30297	15521	0	3
2013.03.05	1.30278	1.30742	1.30122	1.30614	14503	0	3
2013.03.06	1.30622	1.30698	1.29646	1.29765	25940	0	1
2013.03.07	1.29765	1.31181	1.29765	1.31016	47152	0	1
2013.03.08	1.31015	1.31341	1.29550	1.30042	33908	0	1
2013.03.10	1.29892	1.29943	1.29793	1.29935	2405	0	1
2013.03.11	1.29933	1.30535	1.29880	1.30308	36528	0	1
2013.03.12	1.30303	1.30742	1.29909	1.30291	47025	0	1
2013.03.13	1.30290	1.30646	1.29228	1.29771	47261	0	1
2013.03.14	1.29773	1.30311	1.29110	1.30040	53294	0	1
2013.03.15	1.30039	1.31069	1.30026	1.30754	47437	0	1
2013.03.17	1.29071	1.29221	1.28880	1.29085	5237	0	1
2013.03.18	1.29087	1.29954	1.28817	1.29618	57192	0	1
2013.03.19	1.29617	1.29694	1.28438	1.28704	59237	0	1
2013.03.20	1.28702	1.29776	1.28666	1.29366	53109	0	1
2013.03.21	1.29367	1.29551	1.28799	1.29060	53831	0	1
2013.03.22	1.29060	1.30095	1.28880	1.29867	44142	0	1
2013.03.24	1.29724	1.30472	1.29724	1.30294	5194	0	1
2013.03.25	1.30291	1.30479	1.28296	1.28585	54755	0	1
2013.03.26	1.28584	1.28895	1.28286	1.28627	47605	0	1
2013.03.27	1.28625	1.28646	1.27509	1.27805	47385	0	1
2013.03.28	1.27806	1.28443	1.27550	1.28293	44092	0	1
2013.03.29	1.28284	1.28336	1.27930	1.28148	18258	0	1
2013.03.31	1.28112	1.28120	1.27999	1.28052	1085	0	3
2013.04.01	1.28051	1.28677	1.27710	1.28485	27374	0	1
2013.04.02	1.28483	1.28775	1.28086	1.28190	41834	0	1
2013.04.03	1.28190	1.28639	1.27898	1.28489	39485	0	1
2013.04.04	1.28490	1.29487	1.27454	1.29257	51999	0	1
2013.04.05	1.29258	1.30397	1.29005	1.29915	46274	0	1
2013.04.07	1.29937	1.30060	1.29869	1.29909	3525	0	1
2013.04.08	1.29910	1.30376	1.29683	1.30293	41198	0	1
2013.04.09	1.30291	1.31029	1.30045	1.30803	46203	0	1
2013.04.10	1.30798	1.31214	1.30508	1.30519	41898	0	4
2013.04.11	1.30518	1.31380	1.30431	1.31162	45676	0	1
2013.04.12	1.31160	1.31262	1.30366	1.31082	42565	0	1
2013.04.14	1.31025	1.31094	1.30956	1.30966	2659	0	1
2013.04.15	1.30968	1.31075	1.30210	1.30531	57038	0	1
2013.04.16	1.30530	1.32015	1.30275	1.31779	57465	0	1
2013.04.17	1.31778	1.31995	1.30011	1.30335	57657	0	1
2013.04.18	1.30335	1.30961	1.30208	1.30524	55450	0	1
2013.04.19	1.30523	1.31282	1.30470	1.30510	43841	0	1
2013.04.21	1.30691	1.30696	1.30530	1.30575	2010	0	2
2013.04.22	1.30575	1.30840	1.30150	1.30593	40705	0	1
2013.04.23	1.30592	1.30831	1.29730	1.29940	49367	0	2
2013.04.24	1.29938	1.30340	1.29547	1.30151	43704	0	2
2013.04.25	1.30154	1.30933	1.29887	1.30038	45656	0	1
2013.04.26	1.30037	1.30475	1.29905	1.30267	46962	0	1
2013.04.28	1.30585	1.30603	1.30389	1.30406	2300	0	1
2013.04.29	1.30405	1.31163	1.30318	1.30943	38340	0	1
2013.04.30	1.30941	1.31858	1.30540	1.31678	43271	0	1
2013.05.01	1.31679	1.32427	1.31605	1.31792	39258	0	1
2013.05.02	1.31792	1.32176	1.30376	1.30658	46896	0	1
2013.05.03	1.30655	1.31582	1.30323	1.31131	40133	0	1
2013.05.05	1.31170	1.31260	1.31103	1.31203	1197	0	1
2013.05.06	1.31206	1.31406	1.30534	1.30727	29274	0	1
2013.05.07	1.30726	1.31315	1.30677	1.30750	36238	0	1
2013.05.08	1.30752	1.31944	1.30715	1.31602	40197	0	1
2013.05.09	1.31602	1.31769	1.30098	1.30315	43551	0	1
2013.05.10	1.30316	1.30506	1.29350	1.29853	49999	0	1
2013.05.12	1.29756	1.29763	1.29596	1.29671	2364	0	1
2013.05.13	1.29670	1.29982	1.29415	1.29870	41420	0	1
2013.05.14	1.29868	1.30293	1.29129	1.29362	48883	0	1
2013.05.15	1.29365	1.29424	1.28430	1.28825	47609	0	1
2013.05.16	1.28825	1.29297	1.28463	1.28830	45226	0	1
2013.05.17	1.28827	1.28889	1.27962	1.28363	40790	0	1
2013.05.19	1.28446	1.28474	1.28277	1.28307	2958	0	1
2013.05.20	1.28306	1.29035	1.28192	1.28903	37054	0	1
2013.05.21	1.28904	1.29333	1.28413	1.29198	44476	0	1
2013.05.22	1.29197	1.29980	1.28335	1.28421	58966	0	1
2013.05.23	1.28422	1.29564	1.28214	1.29223	71024	0	1
2013.05.24	1.29225	1.29933	1.29043	1.29278	58334	0	1
2013.05.26	1.29363	1.29442	1.29334	1.29358	1933	0	1
2013.05.27	1.29357	1.29485	1.29152	1.29338	28045	0	1
2013.05.28	1.29337	1.29496	1.28415	1.28445	58592	0	1
2013.05.29	1.28446	1.29775	1.28378	1.29467	63995	0	1
2013.05.30	1.29467	1.30614	1.29334	1.30420	64707	0	1
2013.05.31	1.30420	1.30486	1.29442	1.29956	60537	0	1
2013.06.02	1.29922	1.30002	1.29849	1.29943	1947	0	1
2013.06.03	1.29944	1.31074	1.29555	1.30707	57466	0	1
2013.06.04	1.30705	1.31012	1.30426	1.30717	56119	0	1
2013.06.05	1.30717	1.31157	1.30532	1.30915	62273	0	1
2013.06.06	1.30916	1.33045	1.30749	1.32404	66442	0	3
2013.06.07	1.32398	1.32844	1.31915	1.32168	68493	0	3
2013.06.09	1.31917	1.32145	1.31860	1.32051	2212	0	10
2013.06.10	1.32051	1.32687	1.31772	1.32556	55288	0	3
2013.06.11	1.32558	1.33171	1.32322	1.33139	67591	0	3
2013.06.12	1.33140	1.33589	1.32656	1.33385	60746	0	3
2013.06.13	1.33386	1.33898	1.32786	1.33584	65434	0	1
2013.06.14	1.33585	1.33732	1.32947	1.33445	54649	0	1
2013.06.16	1.33487	1.33574	1.33434	1.33544	1340	0	1
2013.06.17	1.33542	1.33803	1.33184	1.33620	45374	0	1
2013.06.18	1.33616	1.34156	1.33258	1.33929	54772	0	1
2013.06.19	1.33928	1.34158	1.32621	1.32816	54751	0	1
2013.06.20	1.32816	1.33004	1.31612	1.32276	79844	0	1
2013.06.21	1.32275	1.32541	1.30988	1.31209	62568	0	1
2013.06.23	1.31042	1.31140	1.31032	1.31063	2826	0	1
2013.06.24	1.31064	1.31438	1.30592	1.31348	65905	0	1
2013.06.25	1.31349	1.31508	1.30651	1.30752	62187	0	1
2013.06.26	1.30752	1.30870	1.29848	1.30132	61631	0	1
2013.06.27	1.30129	1.30545	1.29999	1.30333	48418	0	5
2013.06.28	1.30334	1.31022	1.29911	1.30078	49664	0	5
2013.06.30	1.30144	1.30145	1.30052	1.30078	1610	0	1
2013.07.01	1.30076	1.30709	1.30072	1.30677	46428	0	1
2013.07.02	1.30677	1.30780	1.29636	1.29746	53645	0	1
2013.07.03	1.29746	1.30314	1.29230	1.30208	56354	0	1
2013.07.04	1.30206	1.30206	1.28831	1.28922	51153	0	1
2013.07.05	1.28922	1.29054	1.28061	1.28291	52420	0	1
2013.07.07	1.28204	1.28325	1.28126	1.28126	2325	0	1
2013.07.08	1.28127	1.28819	1.28117	1.28605	45491	0	1
2013.07.09	1.28606	1.28981	1.27553	1.27764	55899	0	1
2013.07.10	1.27766	1.32066	1.27647	1.31165	72855	0	1
2013.07.11	1.31164	1.31468	1.30060	1.30866	78795	0	1
2013.07.12	1.30867	1.31001	1.29992	1.30651	49524	0	1
2013.07.14	1.30664	1.30696	1.30565	1.30606	1336	0	1
2013.07.15	1.30604	1.30788	1.29934	1.30581	46978	0	1
2013.07.16	1.30581	1.31742	1.30524	1.31477	53560	0	1
2013.07.17	1.31477	1.31781	1.30831	1.31162	53049	0	1
2013.07.18	1.31162	1.31255	1.30668	1.31083	46367	0	1
2013.07.19	1.31085	1.31539	1.30891	1.31408	41895	0	1
2013.07.21	1.31366	1.31602	1.31358	1.31580	1653	0	1
2013.07.22	1.31580	1.32179	1.31440	1.31907	40616	0	1
2013.07.23	1.31906	1.32386	1.31634	1.32211	42962	0	1
2013.07.24	1.32210	1.32560	1.31772	1.31902	49177	0	1
2013.07.25	1.31904	1.32956	1.31655	1.32734	50027	0	1
2013.07.26	1.32737	1.32968	1.32526	1.32765	42278	0	1
2013.07.28	1.32792	1.32937	1.32757	1.32864	1646	0	1
2013.07.29	1.32855	1.32949	1.32393	1.32630	41395	0	1
2013.07.30	1.32630	1.33009	1.32346	1.32656	42726	0	1
2013.07.31	1.32656	1.33446	1.32140	1.33003	55500	0	1
2013.08.01	1.33006	1.33108	1.31943	1.32114	48406	0	1
2013.08.02	1.32114	1.32937	1.31877	1.32798	44854	0	1
2013.08.04	1.32813	1.32843	1.32735	1.32769	1270	0	1
2013.08.05	1.32769	1.33003	1.32327	1.32574	39951	0	1
2013.08.06	1.32572	1.33229	1.32460	1.33070	42993	0	1
2013.08.07	1.33070	1.33452	1.32655	1.33405	48047	0	1
2013.08.08	1.33398	1.34002	1.33282	1.33793	44651	0	1
2013.08.09	1.33789	1.33903	1.33326	1.33387	34064	0	1
2013.08.11	1.33366	1.33439	1.33324	1.33382	1302	0	1
2013.08.12	1.33382	1.33402	1.32772	1.32916	37109	0	1
2013.08.13	1.32915	1.33171	1.32335	1.32650	46147	0	1
2013.08.14	1.32650	1.32795	1.32388	1.32644	42584	0	1
2013.08.15	1.32645	1.33623	1.32058	1.33503	43704	0	1
2013.08.16	1.33502	1.33798	1.33109	1.33279	40014	0	1
2013.08.18	1.33354	1.33354	1.33210	1.33289	1595	0	1
2013.08.19	1.33289	1.33744	1.33152	1.33335	40151	0	1
2013.08.20	1.33337	1.34518	1.33233	1.34205	48742	0	1
2013.08.21	1.34205	1.34267	1.33355	1.33410	49550	0	1
2013.08.22	1.33411	1.33730	1.32980	1.33553	46053	0	1
2013.08.23	1.33552	1.34097	1.33334	1.33788	38630	0	1
2013.08.25	1.33819	1.33871	1.33773	1.33867	1406	0	1
2013.08.26	1.33866	1.33942	1.33566	1.33779	27823	0	1
2013.08.27	1.33780	1.33986	1.33232	1.33906	43225	0	1
2013.08.28	1.33905	1.33976	1.33050	1.33345	42700	0	1
2013.08.29	1.33344	1.33398	1.32195	1.32367	45854	0	1
2013.08.30	1.32368	1.32546	1.31750	1.32195	39048	0	1
2013.09.01	1.32122	1.32136	1.31967	1.32064	2015	0	1
2013.09.02	1.32065	1.32270	1.31837	1.31891	30335	0	1
2013.09.03	1.31892	1.31969	1.31386	1.31715	36372	0	1
2013.09.04	1.31716	1.32178	1.31571	1.31992	35068	0	1
2013.09.05	1.31994	1.32226	1.31104	1.31193	37192	0	1
2013.09.06	1.31192	1.31890	1.31047	1.31766	31419	0	1
2013.09.08	1.31735	1.31780	1.31651	1.31720	1692	0	1
2013.09.09	1.31720	1.32806	1.31667	1.32556	32065	0	1
2013.09.10	1.32554	1.32757	1.32300	1.32672	33901	0	1
2013.09.11	1.32672	1.33244	1.32438	1.33135	35011	0	1
2013.09.12	1.33129	1.33241	1.32577	1.32982	34689	0	1
2013.09.13	1.32985	1.33211	1.32543	1.32932	31330	0	1
2013.09.15	1.33627	1.33819	1.33569	1.33582	2586	0	1
2013.09.16	1.33579	1.33854	1.33300	1.33353	31675	0	1
2013.09.17	1.33352	1.33693	1.33251	1.33563	29313	0	1
2013.09.18	1.33563	1.35415	1.33380	1.35238	39462	0	1
2013.09.19	1.35238	1.35685	1.35091	1.35331	42981	0	1
2013.09.20	1.35332	1.35486	1.34980	1.35217	32545	0	1
2013.09.22	1.35318	1.35339	1.35261	1.35333	1437	0	1
2013.09.23	1.35332	1.35444	1.34792	1.34965	33417	0	1
2013.09.24	1.34965	1.35186	1.34643	1.34729	33728	0	1
2013.09.25	1.34728	1.35372	1.34622	1.35171	31386	0	1
2013.09.26	1.35171	1.35260	1.34722	1.34871	30398	0	1
2013.09.27	1.34874	1.35642	1.34741	1.35216	29542	0	1
2013.09.29	1.34819	1.34957	1.34813	1.34945	2001	0	1
2013.09.30	1.34945	1.35556	1.34775	1.35231	32883	0	1
2013.10.01	1.35233	1.35876	1.35162	1.35225	38009	0	1
2013.10.02	1.35222	1.36068	1.35060	1.35895	37337	0	1
2013.10.03	1.35895	1.36455	1.35802	1.36224	38126	0	1
2013.10.04	1.36224	1.36315	1.35384	1.35565	32775	0	1
2013.10.06	1.35629	1.35713	1.35611	1.35681	2017	0	1
2013.10.07	1.35685	1.35909	1.35425	1.35806	31154	0	1
2013.10.08	1.35806	1.36070	1.35573	1.35986	32192	0	1
2013.10.09	1.35987	1.36005	1.34857	1.35184	38566	0	1
2013.10.10	1.35182	1.35463	1.34877	1.35261	34479	0	1
2013.10.11	1.35261	1.35813	1.35193	1.35372	28875	0	1
2013.10.13	1.35569	1.35579	1.35507	1.35549	1723	0	1
2013.10.14	1.35548	1.35974	1.35453	1.35563	25637	0	1
2013.10.15	1.35562	1.35708	1.34794	1.35203	37780	0	1
2013.10.16	1.35206	1.35673	1.34734	1.35214	38320	0	1
2013.10.17	1.35210	1.36816	1.35154	1.36679	41279	0	1
2013.10.18	1.36680	1.37036	1.36594	1.36853	30923	0	1
2013.10.20	1.36829	1.36879	1.36804	1.36810	1053	0	1
2013.10.21	1.36810	1.36884	1.36509	1.36720	25863	0	1
2013.10.22	1.36721	1.37916	1.36622	1.37780	29696	0	1
2013.10.23	1.37781	1.37927	1.37414	1.37785	34363	0	1
2013.10.24	1.37783	1.38249	1.37647	1.38015	34717	0	1
2013.10.25	1.38016	1.38320	1.37742	1.38020	32425	0	1
2013.10.27	1.38080	1.38171	1.38001	1.38139	1204	0	1
2013.10.28	1.38139	1.38171	1.37692	1.37819	29266	0	1
2013.10.29	1.37818	1.38129	1.37332	1.37378	37028	0	1
2013.10.30	1.37378	1.37841	1.36961	1.37298	35454	0	1
2013.10.31	1.37305	1.37384	1.35607	1.35620	42388	0	1
2013.11.01	1.35624	1.35664	1.34799	1.34858	34916	0	1
2013.11.03	1.34910	1.35002	1.34864	1.34974	1587	0	1
2013.11.04	1.34973	1.35244	1.34425	1.35192	29274	0	1
2013.11.05	1.35192	1.35200	1.34489	1.34682	33401	0	1
2013.11.06	1.34682	1.35472	1.34675	1.35083	31008	0	1
2013.11.07	1.35089	1.35286	1.32959	1.34079	43891	0	1
2013.11.08	1.34080	1.34376	1.33178	1.33644	36758	0	1
2013.11.10	1.33574	1.33624	1.33445	1.33570	1865	0	1
2013.11.11	1.33570	1.34158	1.33554	1.34038	27895	0	1
2013.11.12	1.34038	1.34558	1.33591	1.34337	40290	0	1
2013.11.13	1.34336	1.34972	1.33900	1.34816	40860	0	1
2013.11.14	1.34818	1.34886	1.34182	1.34516	37997	0	1
2013.11.15	1.34517	1.35046	1.34319	1.34943	29398	0	1
2013.11.17	1.34917	1.34918	1.34785	1.34792	1763	0	1
2013.11.18	1.34792	1.35417	1.34743	1.35115	32683	0	1
2013.11.19	1.35115	1.35770	1.34876	1.35585	37555	0	1
2013.11.20	1.35579	1.35640	1.34152	1.34239	39546	0	1
2013.11.21	1.34239	1.34862	1.33992	1.34725	40366	0	1
2013.11.22	1.34725	1.35567	1.34621	1.35554	30350	0	1
2013.11.24	1.35536	1.35600	1.35456	1.35483	1606	0	1
2013.11.25	1.35485	1.35562	1.34902	1.35370	29903	0	1
2013.11.26	1.35372	1.35747	1.35211	1.35623	31368	0	1
2013.11.27	1.35625	1.36128	1.35576	1.35663	35060	0	1
2013.11.28	1.35662	1.36179	1.35649	1.36121	28275	0	1
2013.11.29	1.36118	1.36214	1.35798	1.35901	33229	0	1
2013.12.01	1.35878	1.36110	1.35811	1.35888	2194	0	1
2013.12.02	1.35887	1.36152	1.35259	1.35357	35704	0	1
2013.12.03	1.35356	1.36134	1.35241	1.35866	38487	0	1
2013.12.04	1.35869	1.36052	1.35282	1.35808	41480	0	1
2013.12.05	1.35810	1.36771	1.35431	1.36664	45370	0	1
2013.12.06	1.36665	1.37061	1.36195	1.37045	35232	0	1
2013.12.08	1.37101	1.37144	1.37011	1.37069	1780	0	1
2013.12.09	1.37069	1.37452	1.36943	1.37381	30039	0	1
2013.12.10	1.37383	1.37947	1.37365	1.37606	33739	0	1
2013.12.11	1.37603	1.38105	1.37412	1.37743	34823	0	1
2013.12.12	1.37743	1.38030	1.37376	1.37462	40352	0	1
