<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2008.02.24	1.48340	1.48370	1.48220	1.48270	175	0	20
2008.02.25	1.48280	1.48430	1.47940	1.48250	9604	0	20
2008.02.26	1.48260	1.50460	1.47780	1.49870	12456	0	20
2008.02.27	1.49880	1.51420	1.49810	1.51190	14905	0	20
2008.02.28	1.51200	1.52280	1.50720	1.51690	13874	0	20
2008.02.29	1.51680	1.52380	1.51430	1.51780	13523	0	20
2008.03.02	1.52120	1.52240	1.51890	1.52130	517	0	20
2008.03.03	1.52120	1.52730	1.51590	1.52030	13267	0	20
2008.03.04	1.52040	1.52480	1.51730	1.51990	11477	0	20
2008.03.05	1.51980	1.53010	1.51450	1.52810	12074	0	20
2008.03.06	1.52820	1.53940	1.52710	1.53720	13246	0	20
2008.03.07	1.53710	1.54620	1.53130	1.53540	15101	0	20
2008.03.09	1.53990	1.54030	1.53740	1.53820	453	0	20
2008.03.10	1.53810	1.54000	1.53120	1.53400	10545	0	20
2008.03.11	1.53420	1.54920	1.52810	1.53520	12436	0	20
2008.03.12	1.53510	1.55710	1.53460	1.55220	14885	0	20
2008.03.13	1.55230	1.56440	1.55220	1.55930	16813	0	20
2008.03.14	1.55940	1.56870	1.55310	1.56730	17894	0	20
2008.03.16	1.57040	1.58070	1.56850	1.57890	2014	0	20
2008.03.17	1.57880	1.59020	1.56850	1.57370	21711	0	20
2008.03.18	1.57390	1.58300	1.56130	1.56580	15258	0	20
2008.03.19	1.56600	1.57860	1.55720	1.55830	26782	0	20
2008.03.20	1.55840	1.56080	1.53960	1.54080	26404	0	20
2008.03.21	1.54090	1.54720	1.54070	1.54320	4282	0	20
2008.03.23	1.54120	1.54160	1.54020	1.54020	221	0	20
2008.03.24	1.54000	1.54550	1.53430	1.54340	8514	0	20
2008.03.25	1.54330	1.56580	1.54130	1.56370	13492	0	20
2008.03.26	1.56380	1.58590	1.55840	1.58260	15079	0	20
2008.03.27	1.58270	1.58450	1.57260	1.57770	16349	0	20
2008.03.28	1.57760	1.58380	1.57420	1.57940	12893	0	20
2008.03.30	1.58040	1.58070	1.57690	1.57720	566	0	20
2008.03.31	1.57710	1.58960	1.57480	1.57580	13399	0	20
2008.04.01	1.57590	1.57850	1.55630	1.56160	14452	0	20
2008.04.02	1.56170	1.57010	1.55320	1.56740	13932	0	20
2008.04.03	1.56750	1.56850	1.55100	1.56590	14882	0	20
2008.04.04	1.56600	1.57730	1.56370	1.57370	16061	0	20
2008.04.06	1.57290	1.57360	1.57100	1.57330	325	0	20
2008.04.07	1.57310	1.57310	1.56260	1.57070	10617	0	20
2008.04.08	1.57080	1.57980	1.56740	1.56960	13785	0	20
2008.04.09	1.56950	1.58640	1.56870	1.58170	11080	0	20
2008.04.10	1.58160	1.59130	1.57250	1.57570	15797	0	20
2008.04.11	1.57560	1.58550	1.57510	1.58070	13519	0	20
2008.04.13	1.57040	1.57280	1.56980	1.57110	681	0	20
2008.04.14	1.57120	1.58840	1.56710	1.58250	13535	0	20
2008.04.15	1.58240	1.58740	1.57520	1.57850	12945	0	20
2008.04.16	1.57860	1.59780	1.57780	1.59390	15243	0	20
2008.04.17	1.59380	1.59830	1.58470	1.59060	15658	0	20
2008.04.18	1.59070	1.59560	1.57100	1.58160	13931	0	20
2008.04.20	1.58130	1.58210	1.57960	1.58080	558	0	20
2008.04.21	1.58070	1.59450	1.57900	1.59140	11847	0	20
2008.04.22	1.59120	1.60180	1.58340	1.59740	16626	0	20
2008.04.23	1.59730	1.59980	1.58590	1.58810	14834	0	20
2008.04.24	1.58800	1.58840	1.56380	1.56740	18240	0	20
2008.04.25	1.56730	1.57070	1.55540	1.56290	16931	0	20
2008.04.27	1.56150	1.56280	1.55940	1.56180	556	0	20
2008.04.28	1.56170	1.56930	1.55960	1.56550	12624	0	20
2008.04.29	1.56560	1.56590	1.55390	1.55760	12912	0	20
2008.04.30	1.55750	1.56430	1.55160	1.56250	15862	0	20
2008.05.01	1.56240	1.56430	1.54290	1.54780	14591	0	20
2008.05.02	1.54790	1.54980	1.53600	1.54230	15163	0	20
2008.05.04	1.54290	1.54390	1.54230	1.54360	301	0	20
2008.05.05	1.54370	1.55190	1.54250	1.55040	8733	0	20
2008.05.06	1.55030	1.55940	1.54510	1.55180	11463	0	20
2008.05.07	1.55190	1.55200	1.53330	1.53430	13183	0	20
2008.05.08	1.53420	1.54400	1.52840	1.54050	14966	0	20
2008.05.09	1.54040	1.54870	1.53930	1.54800	10877	0	20
2008.05.11	1.54560	1.54700	1.54420	1.54670	620	0	20
2008.05.12	1.54680	1.55690	1.53650	1.55310	12029	0	20
2008.05.13	1.55320	1.55650	1.54300	1.54700	14120	0	20
2008.05.14	1.54690	1.54850	1.53960	1.54660	12754	0	20
2008.05.15	1.54650	1.55460	1.54190	1.54580	13825	0	20
2008.05.16	1.54590	1.56010	1.54470	1.55760	11320	0	20
2008.05.18	1.55950	1.55950	1.55730	1.55820	337	0	20
2008.05.19	1.55830	1.56320	1.54870	1.55270	9531	0	20
2008.05.20	1.55260	1.56800	1.55030	1.56480	13354	0	20
2008.05.21	1.56470	1.57970	1.56310	1.57800	12978	0	20
2008.05.22	1.57810	1.58130	1.56930	1.57310	10654	0	20
2008.05.23	1.57300	1.57940	1.56960	1.57610	9069	0	20
2008.05.25	1.57650	1.57830	1.57490	1.57800	397	0	20
2008.05.26	1.57790	1.57910	1.57410	1.57780	5600	0	20
2008.05.27	1.57790	1.58180	1.56710	1.56880	10576	0	20
2008.05.28	1.56890	1.57600	1.56090	1.56550	11600	0	20
2008.05.29	1.56530	1.56620	1.54850	1.55160	12944	0	20
2008.05.30	1.55150	1.55670	1.54620	1.55540	11485	0	20
2008.06.01	1.55610	1.55660	1.55440	1.55580	520	0	20
2008.06.02	1.55600	1.55880	1.54860	1.55390	10520	0	20
2008.06.03	1.55380	1.56280	1.54100	1.54500	14601	0	20
2008.06.04	1.54490	1.54830	1.54190	1.54340	13270	0	20
2008.06.05	1.54330	1.56040	1.53650	1.55960	14260	0	20
2008.06.06	1.55950	1.57770	1.55710	1.57770	13612	0	20
2008.06.08	1.57910	1.57980	1.57730	1.57800	525	0	20
2008.06.09	1.57790	1.58430	1.56180	1.56460	14274	0	20
2008.06.10	1.56450	1.56470	1.54400	1.54590	16338	0	20
2008.06.11	1.54600	1.55840	1.54540	1.55600	13021	0	20
2008.06.12	1.55610	1.55620	1.53780	1.54460	15647	0	20
2008.06.13	1.54470	1.54630	1.53020	1.53790	14854	0	20
2008.06.15	1.54040	1.54070	1.53810	1.53840	410	0	20
2008.06.16	1.53830	1.55180	1.53460	1.54650	12867	0	20
2008.06.17	1.54660	1.55500	1.54610	1.55160	13165	0	20
2008.06.18	1.55170	1.55520	1.54620	1.55450	9725	0	20
2008.06.19	1.55460	1.55860	1.54660	1.54980	11075	0	20
2008.06.20	1.54990	1.56510	1.54910	1.56060	10511	0	20
2008.06.22	1.56270	1.56270	1.55950	1.56000	414	0	20
2008.06.23	1.56010	1.56280	1.54680	1.55220	11090	0	20
2008.06.24	1.55210	1.56220	1.54910	1.55730	9936	0	20
2008.06.25	1.55740	1.56870	1.55370	1.56630	10981	0	20
2008.06.26	1.56640	1.57660	1.56280	1.57600	13378	0	20
2008.06.27	1.57590	1.57910	1.57190	1.57910	12507	0	20
2008.06.29	1.57760	1.57960	1.57730	1.57920	319	0	20
2008.06.30	1.57910	1.58350	1.57310	1.57600	11347	0	20
2008.07.01	1.57610	1.58260	1.57230	1.57900	12129	0	20
2008.07.02	1.57910	1.58900	1.57770	1.58780	13548	0	20
2008.07.03	1.58790	1.59080	1.56740	1.56850	12991	0	20
2008.07.04	1.56860	1.57270	1.56550	1.57060	7195	0	20
2008.07.06	1.56910	1.57050	1.56910	1.56940	152	0	20
2008.07.07	1.56930	1.57530	1.56110	1.57240	12427	0	20
2008.07.08	1.57230	1.57390	1.56340	1.56640	11854	0	20
2008.07.09	1.56650	1.57500	1.56500	1.57290	12031	0	20
2008.07.10	1.57280	1.58010	1.56910	1.57870	11976	0	20
2008.07.11	1.57860	1.59420	1.57640	1.59380	13705	0	20
2008.07.13	1.59610	1.59630	1.58980	1.59010	1103	0	20
2008.07.14	1.59000	1.59340	1.58410	1.58890	12874	0	20
2008.07.15	1.58900	1.60380	1.58660	1.59160	16994	0	20
2008.07.16	1.59150	1.59480	1.58000	1.58240	13439	0	20
2008.07.17	1.58250	1.58930	1.57830	1.58510	14471	0	20
2008.07.18	1.58520	1.58870	1.58070	1.58470	10547	0	20
2008.07.20	1.58430	1.58430	1.58280	1.58430	210	0	20
2008.07.21	1.58420	1.59310	1.58320	1.59130	10002	0	20
2008.07.22	1.59120	1.59440	1.57580	1.57790	12407	0	20
2008.07.23	1.57780	1.57970	1.56700	1.56830	13962	0	20
2008.07.24	1.56840	1.57130	1.56280	1.56840	13054	0	20
2008.07.25	1.56850	1.57530	1.56610	1.57090	12599	0	20
2008.07.27	1.56970	1.56980	1.56830	1.56920	240	0	20
2008.07.28	1.56930	1.57680	1.56840	1.57440	9217	0	20
2008.07.29	1.57430	1.57580	1.55530	1.55890	10358	0	20
2008.07.30	1.55900	1.56150	1.55210	1.55810	12105	0	20
2008.07.31	1.55800	1.57000	1.55700	1.55860	11168	0	20
2008.08.01	1.55810	1.55890	1.55150	1.55640	10643	0	20
2008.08.03	1.55740	1.55780	1.55620	1.55680	212	0	20
2008.08.04	1.55670	1.56310	1.55530	1.55650	9876	0	20
2008.08.05	1.55660	1.55660	1.54460	1.54660	12976	0	20
2008.08.06	1.54650	1.55160	1.53980	1.54230	11007	0	20
2008.08.07	1.54210	1.55020	1.53100	1.53140	13306	0	20
2008.08.08	1.53130	1.53140	1.49970	1.50050	17656	0	20
2008.08.10	1.49440	1.49660	1.49180	1.49340	906	0	20
2008.08.11	1.49330	1.50830	1.48790	1.49130	16088	0	20
2008.08.12	1.49170	1.49640	1.48150	1.48900	17095	0	20
2008.08.13	1.48910	1.49770	1.48410	1.48990	17110	0	20
2008.08.14	1.48970	1.49490	1.47630	1.47770	16333	0	20
2008.08.15	1.47760	1.47940	1.46600	1.46890	13435	0	20
2008.08.17	1.46840	1.47030	1.46740	1.46910	577	0	20
2008.08.18	1.46920	1.47660	1.46670	1.46960	12479	0	20
2008.08.19	1.46970	1.48050	1.46300	1.47930	13119	0	20
2008.08.20	1.47920	1.47990	1.46720	1.47510	10446	0	20
2008.08.21	1.47520	1.49080	1.47440	1.48880	12332	0	20
2008.08.22	1.48890	1.48930	1.47590	1.47930	5765	0	20
2008.08.24	1.47890	1.47920	1.47780	1.47810	307	0	20
2008.08.25	1.47820	1.48070	1.46970	1.47260	9765	0	20
2008.08.26	1.47270	1.47270	1.45710	1.46460	14140	0	20
2008.08.27	1.46450	1.47750	1.46450	1.47450	14853	0	20
2008.08.28	1.47470	1.48110	1.46710	1.47030	15539	0	20
2008.08.29	1.47020	1.47670	1.46400	1.46780	12554	0	20
2008.08.31	1.47090	1.47230	1.46910	1.47030	625	0	20
2008.09.01	1.47040	1.47080	1.45560	1.45820	11035	0	20
2008.09.02	1.45830	1.45970	1.44640	1.44860	15773	0	20
2008.09.03	1.44850	1.45210	1.43830	1.45120	15902	0	20
2008.09.04	1.45130	1.45420	1.42100	1.42600	20066	0	20
2008.09.05	1.42590	1.43470	1.41960	1.42670	19750	0	20
2008.09.07	1.43780	1.43900	1.43110	1.43540	1743	0	20
2008.09.08	1.43530	1.44280	1.40530	1.41340	20635	0	20
2008.09.09	1.41360	1.42260	1.40460	1.40940	22172	0	20
2008.09.10	1.40950	1.41790	1.39350	1.39370	21926	0	20
2008.09.11	1.39360	1.40400	1.38810	1.40070	20297	0	20
2008.09.12	1.40090	1.42310	1.39710	1.42230	18054	0	20
2008.09.14	1.42890	1.43350	1.42890	1.43180	1117	0	20
2008.09.15	1.43170	1.44810	1.40840	1.42460	32320	0	20
2008.09.16	1.42450	1.42820	1.40710	1.41670	34599	0	20
2008.09.17	1.41680	1.43840	1.40970	1.43150	32586	0	20
2008.09.18	1.43130	1.45420	1.42780	1.43020	35640	0	20
2008.09.19	1.43030	1.44980	1.41500	1.44670	29259	0	20
2008.09.21	1.44900	1.45000	1.44370	1.44900	1202	0	20
2008.09.22	1.44910	1.48670	1.44530	1.48020	24751	0	20
2008.09.23	1.48030	1.48250	1.46220	1.46840	17862	0	20
2008.09.24	1.46850	1.47460	1.46030	1.46510	18330	0	20
2008.09.25	1.46520	1.47670	1.45610	1.46630	22248	0	20
2008.09.26	1.46640	1.46770	1.45540	1.46130	20139	0	20
2008.09.28	1.45180	1.45620	1.45180	1.45370	897	0	20
2008.09.29	1.45380	1.45690	1.43020	1.43670	24992	0	20
2008.09.30	1.43680	1.44260	1.40080	1.41190	24604	0	20
2008.10.01	1.41200	1.41740	1.39750	1.39890	25602	0	20
2008.10.02	1.39880	1.40160	1.37470	1.37860	30549	0	20
2008.10.03	1.37870	1.39060	1.37020	1.37700	28173	0	20
2008.10.05	1.36370	1.36780	1.36100	1.36470	1579	0	20
2008.10.06	1.36460	1.36700	1.34430	1.35170	36903	0	20
2008.10.07	1.35150	1.37430	1.34830	1.35700	36369	0	20
2008.10.08	1.35710	1.37560	1.35450	1.36090	42740	0	20
2008.10.09	1.36100	1.37850	1.35560	1.35610	33836	0	20
2008.10.10	1.35630	1.36490	1.32580	1.34080	34219	0	20
2008.10.12	1.35710	1.36220	1.35710	1.36000	1318	0	20
2008.10.13	1.36010	1.36820	1.34570	1.36560	26423	0	20
2008.10.14	1.36570	1.37680	1.35620	1.35640	31309	0	20
2008.10.15	1.35630	1.36870	1.34240	1.34360	30987	0	20
2008.10.16	1.34370	1.35380	1.33450	1.34880	37631	0	20
2008.10.17	1.34890	1.35170	1.33860	1.34080	23563	0	20
2008.10.19	1.34050	1.34450	1.34000	1.34450	605	0	20
2008.10.20	1.34430	1.35300	1.32870	1.33390	22350	0	20
2008.10.21	1.33400	1.33530	1.30010	1.30070	25127	0	20
2008.10.22	1.30080	1.30330	1.27270	1.27730	32902	0	20
2008.10.23	1.27720	1.30030	1.27330	1.28990	35254	0	20
2008.10.24	1.29000	1.29070	1.24970	1.26230	43641	0	20
2008.10.26	1.25750	1.26850	1.25510	1.26000	2162	0	20
2008.10.27	1.26010	1.26300	1.23340	1.24060	36509	0	20
2008.10.28	1.24040	1.28420	1.23300	1.27410	36114	0	20
2008.10.29	1.27400	1.30930	1.26270	1.30500	38653	0	20
2008.10.30	1.30510	1.32880	1.27450	1.27820	38584	0	20
2008.10.31	1.27830	1.28730	1.26680	1.27270	31680	0	20
2008.11.02	1.27660	1.27940	1.27530	1.27930	727	0	20
2008.11.03	1.27950	1.28970	1.25760	1.25930	27122	0	20
2008.11.04	1.25920	1.30480	1.25260	1.29510	34444	0	20
2008.11.05	1.29520	1.31140	1.27930	1.29060	37190	0	20
2008.11.06	1.29080	1.29300	1.26630	1.26640	39805	0	20
2008.11.07	1.26650	1.28500	1.26530	1.27170	26235	0	20
2008.11.09	1.28140	1.28870	1.27940	1.28860	1954	0	20
2008.11.10	1.28850	1.29270	1.26960	1.26990	30595	0	20
2008.11.11	1.27000	1.28000	1.24760	1.25340	30626	0	20
2008.11.12	1.25330	1.26310	1.24370	1.24570	39000	0	20
2008.11.13	1.24580	1.28540	1.23890	1.27390	42073	0	20
2008.11.14	1.27380	1.27990	1.25730	1.26040	32544	0	20
2008.11.16	1.25360	1.25550	1.25120	1.25450	1533	0	20
2008.11.17	1.25440	1.27420	1.25290	1.26170	32952	0	20
2008.11.18	1.26150	1.27000	1.25660	1.26220	29745	0	20
2008.11.19	1.26230	1.28130	1.24730	1.25150	28377	0	20
2008.11.20	1.25160	1.25930	1.24230	1.24340	31424	0	20
2008.11.21	1.24350	1.26370	1.24340	1.25870	29478	0	20
2008.11.23	1.26070	1.26560	1.25950	1.26050	1264	0	20
2008.11.24	1.26040	1.29590	1.25630	1.28730	30364	0	20
2008.11.25	1.28740	1.30800	1.28040	1.30190	30656	0	20
2008.11.26	1.30180	1.30270	1.28190	1.28930	26023	0	20
2008.11.27	1.28950	1.29680	1.28600	1.28890	15842	0	20
2008.11.28	1.28880	1.29570	1.26460	1.26900	16140	0	20
2008.11.30	1.26940	1.27120	1.26540	1.26640	803	0	20
2008.12.01	1.26630	1.27020	1.25810	1.26120	14694	0	20
2008.12.02	1.26130	1.27650	1.25630	1.26850	15383	0	20
2008.12.03	1.26860	1.27400	1.26000	1.26830	14783	0	20
2008.12.04	1.26820	1.28470	1.25520	1.27370	15282	0	20
2008.12.05	1.27380	1.27970	1.26270	1.27180	14488	0	20
2008.12.07	1.27200	1.27630	1.27140	1.27610	635	0	20
2008.12.08	1.27600	1.29660	1.27400	1.29110	13357	0	20
2008.12.09	1.29100	1.30000	1.27990	1.29310	13058	0	20
2008.12.10	1.29320	1.30690	1.29030	1.30190	12495	0	20
2008.12.11	1.30200	1.34030	1.30150	1.33200	14626	0	20
2008.12.12	1.33190	1.34140	1.32500	1.33690	16340	0	20
2008.12.14	1.33900	1.34610	1.33900	1.34450	1044	0	20
2008.12.15	1.34440	1.37260	1.34300	1.36920	19839	0	20
2008.12.16	1.36940	1.41470	1.36300	1.40660	17285	0	20
2008.12.17	1.40650	1.44550	1.40080	1.44340	21610	0	20
2008.12.18	1.44330	1.47190	1.41860	1.42460	38871	0	20
2008.12.19	1.42430	1.43070	1.38260	1.39070	31093	0	20
2008.12.21	1.39200	1.40460	1.39200	1.40060	1312	0	20
2008.12.22	1.40070	1.41240	1.39030	1.39710	25301	0	20
2008.12.23	1.39720	1.40210	1.39140	1.39400	20235	0	20
2008.12.24	1.39390	1.40190	1.39350	1.39930	11496	0	20
2008.12.26	1.40490	1.41160	1.40210	1.40270	4366	0	20
2008.12.28	1.40710	1.41340	1.40700	1.41260	1041	0	20
2008.12.29	1.41250	1.43620	1.39170	1.40590	15625	0	20
2008.12.30	1.40600	1.42200	1.39870	1.41320	13564	0	20
2008.12.31	1.41310	1.41410	1.38510	1.39360	10450	0	20
2009.01.02	1.38680	1.39860	1.38380	1.39230	12370	0	20
2009.01.04	1.38830	1.39620	1.38820	1.39450	1253	0	20
2009.01.05	1.39460	1.39510	1.35460	1.35900	19393	0	20
2009.01.06	1.35910	1.36170	1.33130	1.34760	21351	0	20
2009.01.07	1.34770	1.37460	1.34320	1.35770	20343	0	20
2009.01.08	1.35780	1.37950	1.35330	1.36640	21935	0	20
2009.01.09	1.36650	1.37500	1.34140	1.34720	28183	0	20
2009.01.11	1.34590	1.34620	1.33800	1.34090	1563	0	20
2009.01.12	1.34080	1.34440	1.32890	1.33070	28563	0	20
2009.01.13	1.33080	1.33370	1.31410	1.32130	33622	0	20
2009.01.14	1.32140	1.33360	1.30930	1.31730	30780	0	20
2009.01.15	1.31720	1.32390	1.30260	1.31470	32246	0	20
2009.01.16	1.31480	1.33430	1.31480	1.32660	29550	0	20
2009.01.18	1.33490	1.33850	1.33160	1.33230	1586	0	20
2009.01.19	1.33240	1.33720	1.29900	1.30080	24328	0	20
2009.01.20	1.30050	1.30470	1.28450	1.28820	32817	0	20
2009.01.21	1.28830	1.30850	1.28240	1.29780	34478	0	20
2009.01.22	1.29790	1.30820	1.29060	1.29900	31075	0	20
2009.01.23	1.29910	1.30330	1.27640	1.29730	30091	0	20
2009.01.25	1.29160	1.29180	1.28710	1.28760	1742	0	20
2009.01.26	1.28770	1.32340	1.28610	1.31600	160856	0	20
2009.01.27	1.31620	1.33270	1.31180	1.31810	170431	0	20
2009.01.28	1.31810	1.33250	1.31010	1.31170	177001	0	20
2009.01.29	1.31180	1.31770	1.28820	1.28860	123893	0	20
2009.01.30	1.28860	1.29270	1.27630	1.28120	157589	0	20
2009.02.01	1.27520	1.27800	1.27360	1.27400	6457	0	20
2009.02.02	1.27400	1.28970	1.27060	1.28320	134644	0	20
2009.02.03	1.28320	1.30550	1.28010	1.29650	147403	0	20
2009.02.04	1.29650	1.30690	1.28070	1.28100	147308	0	20
2009.02.05	1.28090	1.29040	1.27600	1.27880	126195	0	20
2009.02.06	1.27870	1.29900	1.27460	1.29390	95944	0	20
2009.02.08	1.29710	1.29900	1.29530	1.29740	3042	0	20
2009.02.09	1.29740	1.30930	1.28730	1.28960	45485	0	20
2009.02.10	1.28960	1.30740	1.28090	1.28800	38360	0	20
2009.02.11	1.28790	1.29960	1.28320	1.28940	30777	0	20
2009.02.12	1.28930	1.29420	1.27200	1.28800	31816	0	20
2009.02.13	1.28810	1.29410	1.28200	1.28620	24613	0	20
2009.02.15	1.27900	1.28080	1.27530	1.27590	1543	0	20
2009.02.16	1.27600	1.28250	1.27260	1.27640	18417	0	20
2009.02.17	1.27650	1.27650	1.25580	1.25790	27056	0	20
2009.02.18	1.25800	1.26400	1.25120	1.25760	24100	0	20
2009.02.19	1.25770	1.27590	1.25650	1.26350	21864	0	20
2009.02.20	1.26360	1.28840	1.25570	1.28260	24895	0	20
2009.02.22	1.28190	1.28250	1.27780	1.27870	1218	0	20
2009.02.23	1.27880	1.29910	1.26620	1.26860	23179	0	20
2009.02.24	1.26850	1.28770	1.26800	1.28490	29932	0	20
2009.02.25	1.28480	1.28980	1.26900	1.27380	18898	0	20
2009.02.26	1.27390	1.28100	1.26820	1.26980	19246	0	20
2009.02.27	1.26990	1.27500	1.26040	1.26660	21213	0	20
2009.03.01	1.26170	1.26170	1.25620	1.25690	1305	0	20
2009.03.02	1.25700	1.26310	1.25380	1.25670	20709	0	20
2009.03.03	1.25680	1.26770	1.24560	1.24630	20328	0	20
2009.03.04	1.24620	1.26630	1.24610	1.26040	19815	0	20
2009.03.05	1.26030	1.26240	1.24800	1.25590	21267	0	20
2009.03.06	1.25580	1.27540	1.25380	1.26530	22240	0	20
2009.03.08	1.26710	1.27260	1.26710	1.27050	1208	0	20
2009.03.09	1.27040	1.27080	1.25550	1.26280	19580	0	20
2009.03.10	1.26290	1.28220	1.26100	1.27270	23095	0	20
2009.03.11	1.27280	1.28640	1.26160	1.28460	22112	0	20
2009.03.12	1.28450	1.29450	1.27310	1.29210	25596	0	20
2009.03.13	1.29220	1.29570	1.28620	1.29290	19068	0	20
2009.03.15	1.28460	1.28870	1.28460	1.28730	1039	0	20
2009.03.16	1.28740	1.30710	1.28730	1.29750	22097	0	20
2009.03.17	1.29760	1.30410	1.29310	1.30100	23154	0	20
2009.03.18	1.30110	1.35340	1.29860	1.34510	23373	0	20
2009.03.19	1.34520	1.37370	1.34160	1.36560	24046	0	20
2009.03.20	1.36550	1.37260	1.35169	1.35811	33848	0	20
2009.03.22	1.36564	1.36573	1.36118	1.36276	2537	0	20
2009.03.23	1.36283	1.37350	1.34846	1.36636	40819	0	20
2009.03.24	1.36631	1.36775	1.34314	1.34646	50950	0	20
2009.03.25	1.34643	1.36287	1.34175	1.35901	45452	0	20
2009.03.26	1.35900	1.36393	1.34931	1.35566	48347	0	20
2009.03.27	1.35565	1.35906	1.32563	1.32866	49208	0	20
2009.03.29	1.32211	1.32852	1.32206	1.32662	2664	0	20
2009.03.30	1.32661	1.32796	1.31121	1.31881	45365	0	20
2009.03.31	1.31882	1.33421	1.31731	1.32560	52761	0	20
2009.04.01	1.32561	1.32855	1.31661	1.32412	49208	0	20
2009.04.02	1.32411	1.35167	1.32400	1.34716	47837	0	20
2009.04.03	1.34721	1.34940	1.33646	1.34849	37999	0	20
2009.04.05	1.35142	1.35511	1.35136	1.35356	2356	0	20
2009.04.06	1.35351	1.35806	1.33218	1.33221	44519	0	20
2009.04.07	1.33219	1.33961	1.32261	1.32686	44280	0	20
2009.04.08	1.32680	1.33076	1.31478	1.32515	44738	0	20
2009.04.09	1.32513	1.33349	1.30894	1.31198	47563	0	20
2009.04.10	1.31201	1.31875	1.30921	1.31866	13183	0	20
2009.04.12	1.31898	1.31901	1.31521	1.31531	1301	0	20
2009.04.13	1.31524	1.33915	1.31258	1.33746	25098	0	20
2009.04.14	1.33745	1.33759	1.32253	1.32667	41125	0	20
2009.04.15	1.32668	1.32953	1.31461	1.32221	40790	0	20
2009.04.16	1.32223	1.32676	1.31260	1.31856	46374	0	20
2009.04.17	1.31855	1.31926	1.30167	1.30426	41882	0	20
2009.04.19	1.30406	1.30481	1.30054	1.30066	1454	0	20
2009.04.20	1.30070	1.30176	1.28889	1.29035	42658	0	20
2009.04.21	1.29037	1.29934	1.28967	1.29356	45770	0	20
2009.04.22	1.29355	1.30364	1.28844	1.30069	53837	0	20
2009.04.23	1.30070	1.31602	1.29792	1.31255	56133	0	20
2009.04.24	1.31251	1.33002	1.31125	1.32413	53580	0	20
2009.04.26	1.32401	1.32416	1.32177	1.32180	1965	0	20
2009.04.27	1.32176	1.32181	1.29990	1.30229	60548	0	20
2009.04.28	1.30226	1.31655	1.29649	1.31307	57817	0	20
2009.04.29	1.31302	1.33402	1.31199	1.32663	57161	0	20
2009.04.30	1.32655	1.33848	1.31910	1.32433	44117	0	20
2009.05.01	1.32435	1.33274	1.32270	1.32636	37025	0	20
2009.05.03	1.32818	1.32914	1.32716	1.32888	1622	0	20
2009.05.04	1.32883	1.34363	1.32123	1.34154	49527	0	20
2009.05.05	1.34155	1.34354	1.32821	1.33036	60391	0	20
2009.05.06	1.33035	1.33738	1.32457	1.32993	99818	0	20
2009.05.07	1.32997	1.34681	1.32515	1.33857	108280	0	20
2009.05.08	1.33856	1.36497	1.33416	1.36347	96797	0	20
2009.05.10	1.36545	1.36580	1.36150	1.36328	1144	0	20
2009.05.11	1.36320	1.36668	1.35573	1.35838	81831	0	20
2009.05.12	1.35839	1.37066	1.35628	1.36760	106663	0	20
2009.05.13	1.36762	1.37214	1.35341	1.35391	101440	0	20
2009.05.14	1.35394	1.36641	1.35255	1.36306	79374	0	20
2009.05.15	1.36305	1.36490	1.34614	1.34947	58351	0	20
2009.05.17	1.34836	1.34856	1.34425	1.34530	1885	0	20
2009.05.18	1.34531	1.35628	1.34234	1.35501	58767	0	20
2009.05.19	1.35502	1.36675	1.35304	1.36430	70747	0	20
2009.05.20	1.36427	1.38295	1.35831	1.37829	69990	0	20
2009.05.21	1.37822	1.39397	1.37282	1.39396	70913	0	20
2009.05.22	1.39397	1.40498	1.38997	1.39974	82938	0	20
2009.05.24	1.40281	1.40352	1.40168	1.40252	2339	0	20
2009.05.25	1.40254	1.40268	1.39575	1.40085	42569	0	20
2009.05.26	1.40083	1.40217	1.38598	1.39917	92743	0	20
2009.05.27	1.39915	1.39956	1.38229	1.38316	89620	0	20
2009.05.28	1.38318	1.39826	1.37931	1.39476	92356	0	20
2009.05.29	1.39472	1.41678	1.39427	1.41597	89617	0	20
2009.05.31	1.41322	1.41449	1.40998	1.41042	2445	0	20
2009.06.01	1.41046	1.42453	1.40987	1.41802	86503	0	20
2009.06.02	1.41800	1.43308	1.41012	1.42882	95971	0	20
2009.06.03	1.42884	1.43378	1.41094	1.41414	106165	0	20
2009.06.04	1.41415	1.42400	1.40700	1.41671	101387	0	20
2009.06.05	1.41668	1.42665	1.39327	1.39673	97683	0	20
2009.06.07	1.39434	1.39767	1.39258	1.39744	2432	0	20
2009.06.08	1.39747	1.40017	1.38039	1.39282	82231	0	20
2009.06.09	1.39283	1.41010	1.38519	1.40621	87155	0	20
2009.06.10	1.40620	1.41432	1.39146	1.39877	92554	0	20
2009.06.11	1.39880	1.41710	1.39428	1.41241	98203	0	20
2009.06.12	1.41243	1.41267	1.39351	1.40153	86714	0	20
2009.06.14	1.39876	1.40008	1.39663	1.39764	2360	0	20
2009.06.15	1.39766	1.39850	1.37554	1.37740	90644	0	20
2009.06.16	1.37738	1.39321	1.37477	1.38154	98631	0	20
2009.06.17	1.38152	1.39839	1.38106	1.39674	94452	0	20
2009.06.18	1.39676	1.40005	1.38711	1.39082	76742	0	20
