<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.09.22	1326.37	1330.40	1323.73	1329.74	3408	0	1
2013.09.23	1329.76	1331.89	1313.55	1326.83	53700	0	0
2013.09.24	1326.83	1329.25	1305.84	1325.34	58657	0	0
2013.09.25	1325.39	1338.02	1316.64	1332.04	55129	0	1
2013.09.26	1332.12	1339.27	1318.81	1324.02	54502	0	0
2013.09.27	1323.88	1344.10	1319.79	1335.47	54930	0	0
2013.09.29	1343.67	1352.42	1335.32	1340.20	3738	0	0
2013.09.30	1340.30	1343.23	1322.76	1328.55	45176	0	0
2013.10.01	1328.49	1337.46	1282.43	1289.09	59709	0	0
2013.10.02	1289.13	1323.82	1277.86	1314.88	55349	0	0
2013.10.03	1314.83	1322.28	1302.00	1316.56	53614	0	0
2013.10.04	1316.67	1325.18	1305.71	1310.17	44404	0	0
2013.10.06	1311.81	1315.93	1311.60	1313.69	3982	0	3
2013.10.07	1313.60	1328.97	1308.53	1323.03	58883	0	0
2013.10.08	1323.09	1329.95	1315.83	1320.31	70283	0	0
2013.10.09	1320.29	1321.91	1294.76	1302.85	74153	0	0
2013.10.10	1302.83	1311.75	1282.03	1287.88	69743	0	0
2013.10.11	1287.85	1294.53	1262.12	1271.37	74691	0	0
2013.10.13	1278.34	1278.34	1272.51	1272.87	3693	0	6
2013.10.14	1272.87	1290.01	1268.63	1272.11	76375	0	0
2013.10.15	1272.10	1288.03	1251.61	1275.18	86185	0	0
2013.10.16	1275.41	1288.22	1269.22	1281.04	76447	0	0
2013.10.17	1281.05	1324.33	1274.46	1315.83	85849	0	0
2013.10.18	1315.78	1327.11	1311.68	1315.37	60446	0	0
2013.10.20	1316.44	1319.38	1313.10	1317.44	2995	0	2
2013.10.21	1317.47	1324.07	1313.61	1315.52	49434	0	2
2013.10.22	1315.53	1344.69	1310.11	1339.34	49293	0	0
2013.10.23	1339.31	1342.18	1329.20	1332.26	55302	0	1
2013.10.24	1332.26	1351.90	1332.16	1346.62	54104	0	1
2013.10.25	1346.69	1355.73	1336.58	1349.84	52634	0	0
2013.10.27	1352.10	1352.60	1347.69	1350.00	2793	0	10
2013.10.28	1350.04	1361.73	1346.35	1353.58	50420	0	0
2013.10.29	1353.56	1360.53	1340.18	1343.30	57524	0	0
2013.10.30	1343.45	1359.51	1334.76	1338.86	62019	0	0
2013.10.31	1338.49	1339.93	1319.07	1325.93	61428	0	0
2013.11.01	1325.90	1327.38	1306.07	1315.77	56209	0	0
2013.11.03	1313.83	1315.91	1313.21	1314.85	1960	0	10
2013.11.04	1314.79	1322.48	1311.17	1315.63	35656	0	1
2013.11.05	1315.56	1319.70	1305.87	1310.86	51177	0	0
2013.11.06	1310.80	1322.04	1309.12	1316.38	43475	0	1
2013.11.07	1316.43	1326.25	1296.64	1309.19	54295	0	0
2013.11.08	1309.10	1313.69	1281.09	1287.52	49789	0	1
2013.11.10	1287.90	1288.82	1283.45	1284.51	2939	0	10
2013.11.11	1284.50	1288.11	1279.11	1281.25	44474	0	1
2013.11.12	1281.37	1285.28	1261.35	1268.28	60510	0	1
2013.11.13	1268.33	1286.71	1268.25	1283.93	58098	0	0
2013.11.14	1283.92	1294.27	1278.08	1286.88	60583	0	1
2013.11.15	1286.91	1291.15	1280.39	1289.88	49406	0	1
2013.11.17	1289.22	1289.56	1286.87	1287.39	2660	0	20
2013.11.18	1287.69	1288.23	1270.00	1274.75	50470	0	0
2013.11.19	1274.74	1278.81	1269.14	1274.57	55260	0	0
2013.11.20	1274.56	1276.37	1241.02	1248.51	63256	0	0
2013.11.21	1248.52	1250.41	1236.77	1243.56	57249	0	1
2013.11.22	1243.56	1248.92	1241.12	1243.48	41354	0	0
2013.11.24	1242.00	1244.28	1237.35	1243.83	4288	0	1
2013.11.25	1243.73	1257.85	1227.09	1251.67	50801	0	1
2013.11.26	1251.70	1255.19	1239.63	1244.21	40237	0	0
2013.11.27	1244.22	1254.61	1234.72	1237.21	45228	0	0
2013.11.28	1237.09	1245.69	1236.50	1242.88	25435	0	1
2013.11.29	1242.90	1254.77	1240.77	1252.94	34150	0	1
2013.12.01	1250.11	1250.27	1247.22	1247.85	3217	0	20
2013.12.02	1247.82	1248.35	1217.79	1222.60	55099	0	0
2013.12.03	1222.60	1226.19	1215.21	1223.37	49922	0	2
2013.12.04	1223.38	1251.54	1211.74	1238.30	59896	0	1
2013.12.05	1238.36	1241.48	1217.06	1228.14	62413	0	1
2013.12.06	1228.16	1244.54	1212.59	1228.58	53712	0	1
2013.12.08	1231.04	1232.00	1225.76	1227.43	3195	0	14
2013.12.09	1227.45	1243.06	1225.27	1238.82	49943	0	1
2013.12.10	1238.84	1267.79	1237.87	1259.70	56372	0	1
2013.12.11	1259.72	1263.29	1251.06	1253.78	59214	0	1
2013.12.12	1253.78	1256.94	1223.91	1227.73	59403	0	1
2013.12.13	1227.74	1238.67	1220.54	1238.19	55524	0	3
2013.12.15	1237.71	1238.30	1235.04	1235.41	2875	0	20
2013.12.16	1235.39	1251.94	1227.75	1242.39	59696	0	1
2013.12.17	1242.31	1248.01	1227.37	1233.23	57512	0	1
2013.12.18	1233.08	1244.54	1215.82	1224.19	61875	0	1
2013.12.19	1224.18	1226.48	1187.13	1193.34	71295	0	1
2013.12.20	1193.34	1207.48	1191.31	1202.22	53282	0	1
2013.12.22	1202.75	1205.46	1201.89	1203.04	2089	0	14
2013.12.23	1203.04	1206.16	1192.67	1198.18	41614	0	1
2013.12.24	1198.20	1205.52	1196.12	1203.73	23532	0	4
2013.12.26	1204.49	1215.80	1204.15	1209.83	23011	0	2
2013.12.27	1209.62	1219.04	1209.32	1212.02	37379	0	3
2013.12.29	1213.62	1216.13	1212.58	1212.76	3080	0	20
2013.12.30	1212.75	1213.94	1194.81	1198.76	52457	0	3
2013.12.31	1198.86	1214.60	1182.49	1204.69	40611	0	0
2014.01.02	1225.67	1230.74	1213.54	1223.66	30351	0	37
2014.01.03	1223.64	1240.12	1223.26	1236.28	37122	0	37
2014.01.05	1236.98	1238.31	1233.86	1234.09	1079	0	42
2014.01.06	1234.13	1248.29	1214.29	1237.68	40361	0	37
2014.01.07	1237.59	1245.21	1224.87	1229.23	39213	0	37
2014.01.08	1229.47	1231.81	1218.40	1226.08	39576	0	37
2014.01.09	1226.09	1231.29	1223.45	1228.82	30747	0	37
2014.01.10	1228.77	1248.80	1227.13	1247.55	32519	0	37
2014.01.12	1248.47	1248.47	1248.47	1248.47	1	0	102
2014.01.13	1248.44	1254.92	1243.57	1253.99	48649	0	26
2014.01.14	1254.00	1255.13	1241.61	1243.30	48156	0	37
2014.01.15	1243.36	1243.92	1234.21	1240.96	48702	0	37
2014.01.16	1241.00	1245.01	1236.31	1242.01	46004	0	37
2014.01.17	1242.02	1254.85	1237.72	1253.14	45451	0	37
2014.01.19	1252.73	1261.61	1252.60	1256.16	2488	0	43
2014.01.20	1256.15	1258.14	1253.31	1255.27	27727	0	37
2014.01.21	1255.27	1255.34	1235.57	1242.87	45080	0	37
2014.01.22	1242.83	1243.48	1235.54	1236.98	39172	0	37
2014.01.23	1236.97	1265.35	1231.46	1262.49	57647	0	37
2014.01.24	1262.44	1272.46	1256.88	1269.20	56207	0	37
2014.01.26	1269.72	1278.82	1269.67	1275.38	2758	0	42
2014.01.27	1275.45	1276.38	1251.90	1257.99	59843	0	37
2014.01.28	1258.00	1261.31	1248.87	1252.48	44925	0	37
2014.01.29	1252.44	1270.03	1250.85	1266.63	44655	0	37
2014.01.30	1266.63	1267.63	1237.97	1244.69	53831	0	37
2014.01.31	1244.69	1254.83	1238.43	1243.82	48884	0	37
2014.02.02	1242.42	1243.99	1241.99	1243.56	1787	0	43
2014.02.03	1243.60	1266.18	1240.73	1259.65	60558	0	19
2014.02.04	1259.68	1260.85	1247.20	1252.83	59314	0	17
2014.02.05	1252.83	1274.19	1252.34	1258.93	60024	0	17
2014.02.06	1258.94	1266.69	1252.76	1256.45	55094	0	16
2014.02.07	1256.46	1271.73	1256.13	1267.03	58512	0	17
2014.02.09	1265.26	1269.78	1265.26	1267.28	1879	0	43
2014.02.10	1267.25	1277.76	1265.03	1273.83	52794	0	37
2014.02.11	1273.88	1293.75	1273.64	1286.79	67252	0	37
2014.02.12	1286.78	1296.17	1283.91	1291.73	65097	0	37
2014.02.13	1291.70	1302.79	1286.17	1300.31	66201	0	37
2014.02.14	1300.33	1321.07	1299.74	1317.86	71899	0	37
2014.02.16	1318.91	1324.01	1318.78	1323.52	2324	0	43
2014.02.17	1323.52	1331.97	1320.98	1328.29	50287	0	37
2014.02.18	1328.28	1329.09	1312.62	1320.43	74660	0	37
2014.02.19	1320.45	1322.27	1308.77	1311.79	67049	0	37
2014.02.20	1311.79	1324.87	1307.37	1320.58	66605	0	37
2014.02.21	1320.58	1328.35	1316.01	1323.61	57986	0	37
2014.02.23	1325.32	1325.69	1323.06	1323.98	1217	0	43
2014.02.24	1324.03	1338.78	1318.73	1335.51	61189	0	37
2014.02.25	1335.62	1343.48	1331.17	1341.02	57364	0	37
2014.02.26	1341.02	1345.24	1322.42	1330.58	63011	0	37
2014.02.27	1330.49	1336.06	1323.77	1331.30	63554	0	37
2014.02.28	1331.26	1333.19	1319.74	1325.57	64401	0	37
2014.03.02	1332.27	1338.16	1330.74	1338.12	3083	0	42
2014.03.03	1338.17	1354.63	1336.14	1350.49	71961	0	37
2014.03.04	1350.52	1352.40	1331.17	1336.17	71177	0	37
2014.03.05	1336.14	1341.72	1332.57	1335.90	60363	0	37
2014.03.06	1335.91	1353.44	1331.11	1349.65	60511	0	37
2014.03.07	1349.65	1352.82	1328.01	1339.41	66091	0	37
2014.03.09	1339.64	1341.45	1336.31	1338.12	3099	0	44
2014.03.10	1338.11	1344.49	1327.97	1340.30	59119	0	37
2014.03.11	1340.32	1352.47	1337.61	1347.47	56557	0	37
2014.03.12	1347.52	1370.74	1345.35	1366.17	70464	0	37
2014.03.13	1366.17	1374.88	1364.41	1373.26	72533	0	37
2014.03.14	1373.25	1387.83	1367.79	1382.19	63467	0	37
2014.03.16	1382.78	1392.00	1382.78	1386.48	4412	0	42
2014.03.17	1386.47	1388.35	1361.88	1366.38	62914	0	32
2014.03.18	1366.28	1367.46	1350.66	1356.07	66372	0	32
2014.03.19	1356.04	1359.54	1325.76	1328.27	73823	0	32
2014.03.20	1328.25	1334.54	1320.50	1330.92	72773	0	32
2014.03.21	1330.92	1342.31	1329.10	1333.78	52131	0	32
2014.03.23	1334.48	1334.59	1329.49	1332.18	3009	0	40
2014.03.24	1332.17	1334.17	1307.85	1311.22	63632	0	32
2014.03.25	1311.24	1317.25	1305.65	1309.71	64830	0	32
2014.03.26	1309.70	1316.23	1298.57	1306.28	63184	0	32
2014.03.27	1306.23	1306.71	1288.98	1293.07	62712	0	32
2014.03.28	1293.09	1298.61	1285.65	1294.30	55851	0	32
2014.03.30	1293.97	1297.84	1292.45	1296.20	1946	0	40
2014.03.31	1296.08	1298.44	1282.35	1284.33	56588	0	32
2014.04.01	1284.38	1287.90	1277.61	1281.18	56595	0	32
2014.04.02	1281.14	1294.40	1280.39	1290.35	51713	0	32
2014.04.03	1290.36	1293.83	1281.52	1287.06	51366	0	32
2014.04.04	1287.09	1306.59	1284.14	1302.84	51447	0	32
2014.04.06	1303.79	1303.92	1301.19	1301.19	1431	0	40
2014.04.07	1301.20	1304.04	1295.54	1297.96	40442	0	32
2014.04.08	1297.96	1314.23	1296.85	1309.64	50988	0	32
2014.04.09	1309.61	1314.96	1300.80	1311.69	57911	0	32
2014.04.10	1311.65	1324.43	1310.68	1317.91	62475	0	32
2014.04.11	1317.89	1323.76	1314.09	1317.47	54578	0	32
2014.04.13	1320.32	1328.09	1319.16	1327.54	2760	0	40
2014.04.14	1327.54	1331.03	1318.67	1326.74	53063	0	32
2014.04.15	1326.69	1326.94	1284.49	1302.60	66980	0	32
2014.04.16	1302.63	1306.97	1293.43	1302.43	57312	0	32
2014.04.17	1302.42	1304.06	1293.12	1294.82	51126	0	32
2014.04.20	1294.39	1295.25	1290.63	1293.98	2256	0	40
2014.04.21	1293.97	1301.43	1281.80	1289.33	46895	0	32
2014.04.22	1289.33	1292.65	1277.44	1283.51	52422	0	32
2014.04.23	1283.53	1288.89	1280.79	1283.91	50209	0	32
2014.04.24	1283.89	1298.53	1268.41	1293.18	63518	0	32
2014.04.25	1293.17	1304.99	1290.34	1302.39	53905	0	32
2014.04.27	1302.91	1305.31	1302.45	1303.03	1758	0	40
2014.04.28	1302.97	1306.36	1291.90	1296.32	52791	0	32
2014.04.29	1296.32	1301.19	1286.24	1295.39	49195	0	32
2014.04.30	1295.40	1297.77	1284.90	1292.25	56384	0	32
2014.05.01	1292.25	1292.78	1277.23	1284.02	45861	0	32
2014.05.02	1284.15	1304.49	1273.78	1298.88	54671	0	32
2014.05.04	1300.14	1302.43	1299.36	1300.94	1886	0	40
2014.05.05	1300.90	1315.52	1299.86	1310.06	51876	0	32
2014.05.06	1310.00	1313.93	1304.30	1307.87	47714	0	32
2014.05.07	1307.85	1314.35	1286.59	1289.59	54595	0	32
2014.05.08	1289.59	1295.27	1284.91	1290.37	53359	0	32
2014.05.09	1290.34	1294.28	1285.42	1287.98	45756	0	32
2014.05.11	1289.53	1289.64	1277.58	1281.26	1627	0	40
2014.05.12	1281.25	1303.72	1281.14	1295.67	53346	0	32
2014.05.13	1295.68	1298.64	1288.98	1294.09	52541	0	32
2014.05.14	1294.14	1308.91	1291.44	1305.33	51228	0	32
2014.05.15	1305.33	1306.98	1290.82	1296.40	53363	0	32
2014.05.16	1296.49	1298.17	1287.69	1292.91	46915	0	32
2014.05.18	1292.80	1292.80	1289.39	1290.97	1305	0	40
2014.05.19	1290.99	1305.30	1290.72	1293.22	47909	0	32
2014.05.20	1293.22	1296.77	1285.83	1294.60	54217	0	32
2014.05.21	1294.60	1296.15	1283.27	1292.46	50602	0	32
2014.05.22	1292.50	1303.56	1289.95	1293.62	48984	0	32
2014.05.23	1293.51	1295.38	1286.61	1292.31	43611	0	32
2014.05.25	1292.95	1293.69	1290.75	1291.45	1001	0	40
2014.05.26	1291.34	1294.02	1290.92	1291.93	24804	0	32
2014.05.27	1291.57	1293.26	1263.41	1264.05	57208	0	32
2014.05.28	1264.05	1267.06	1255.86	1259.41	53988	0	32
2014.05.29	1259.40	1260.35	1251.40	1255.95	54966	0	32
2014.05.30	1255.93	1260.25	1242.14	1249.38	47393	0	32
2014.06.01	1249.94	1250.60	1247.80	1247.91	1272	0	40
2014.06.02	1247.91	1250.69	1240.93	1244.39	41557	0	32
2014.06.03	1244.32	1247.60	1240.54	1244.88	44128	0	32
2014.06.04	1244.88	1248.92	1242.77	1243.98	42049	0	32
2014.06.05	1243.99	1257.49	1240.98	1253.30	48915	0	32
2014.06.06	1253.32	1257.62	1245.79	1253.03	46240	0	32
2014.06.08	1252.24	1253.43	1251.62	1253.12	922	0	40
2014.06.09	1252.95	1256.93	1251.44	1252.22	37595	0	32
2014.06.10	1252.12	1263.52	1250.22	1259.48	37924	0	32
2014.06.11	1259.48	1265.17	1258.49	1260.72	36434	0	32
2014.06.12	1260.69	1274.72	1259.78	1272.78	48634	0	32
2014.06.13	1272.77	1277.78	1270.69	1276.61	47118	0	32
2014.06.15	1276.26	1277.97	1276.26	1277.20	1262	0	40
2014.06.16	1277.17	1284.79	1270.55	1271.98	45419	0	32
2014.06.17	1271.97	1273.15	1258.61	1270.08	44951	0	32
2014.06.18	1270.08	1278.35	1266.18	1277.47	49084	0	32
2014.06.19	1277.60	1321.83	1275.83	1318.95	60720	0	32
2014.06.20	1318.94	1319.67	1306.38	1314.53	56340	0	32
2014.06.22	1314.30	1314.97	1313.26	1313.46	1169	0	40
2014.06.23	1313.45	1318.37	1309.86	1314.52	49137	0	32
2014.06.24	1314.52	1325.81	1313.75	1317.62	48361	0	32
2014.06.25	1317.58	1324.73	1310.14	1317.90	49308	0	32
2014.06.26	1317.90	1319.65	1306.17	1315.68	45781	0	32
2014.06.27	1315.69	1322.15	1312.62	1315.94	45421	0	32
2014.06.29	1316.26	1316.45	1314.66	1315.43	1088	0	40
2014.06.30	1315.37	1329.27	1310.26	1326.12	44678	0	32
2014.07.01	1326.10	1332.68	1323.69	1326.56	48307	0	32
2014.07.02	1326.54	1331.92	1321.24	1327.15	45162	0	32
2014.07.03	1327.22	1327.35	1309.86	1319.64	49566	0	32
2014.07.04	1319.74	1323.07	1318.51	1320.31	22045	0	32
2014.07.06	1320.42	1320.65	1315.96	1318.02	1408	0	40
2014.07.07	1317.98	1319.86	1311.40	1317.95	39879	0	32
2014.07.08	1318.10	1324.69	1313.39	1318.35	42382	0	32
2014.07.09	1318.37	1331.97	1317.72	1327.34	43084	0	32
2014.07.10	1327.31	1345.04	1326.37	1336.48	47403	0	32
2014.07.11	1336.45	1339.09	1333.61	1337.89	35388	0	32
2014.07.13	1338.23	1339.45	1338.04	1338.76	725	0	40
2014.07.14	1338.77	1338.93	1303.20	1307.52	52941	0	32
2014.07.15	1307.53	1313.67	1292.12	1294.27	51208	0	32
2014.07.16	1294.29	1303.61	1294.00	1297.76	45408	0	32
2014.07.17	1297.83	1324.53	1297.58	1321.96	57274	0	32
2014.07.18	1321.93	1321.94	1304.48	1310.35	46772	0	32
2014.07.20	1310.08	1310.39	1309.54	1310.14	698	0	45
2014.07.21	1310.14	1318.28	1307.30	1311.89	18937	0	32
2014.07.22	1311.74	1315.65	1301.94	1307.11	38910	0	32
2014.07.23	1307.16	1311.10	1303.04	1304.34	37445	0	32
2014.07.24	1304.35	1304.89	1287.58	1293.05	48938	0	32
2014.07.25	1293.10	1308.49	1290.80	1306.90	39071	0	32
2014.07.27	1307.54	1307.69	1304.13	1307.13	1098	0	40
2014.07.28	1307.13	1309.12	1301.26	1303.71	42822	0	32
2014.07.29	1303.75	1312.10	1296.11	1299.12	41126	0	32
2014.07.30	1299.12	1303.54	1291.74	1296.76	40689	0	32
2014.07.31	1296.68	1297.18	1280.83	1282.82	48341	0	32
2014.08.01	1282.82	1297.06	1279.91	1293.55	48288	0	32
2014.08.03	1293.68	1294.07	1292.86	1293.02	957	0	40
2014.08.04	1293.01	1295.31	1286.03	1287.92	35528	0	32
2014.08.05	1287.99	1293.86	1282.44	1288.25	42370	0	32
2014.08.06	1288.25	1309.33	1287.57	1306.32	47191	0	32
2014.08.07	1306.32	1314.36	1301.95	1311.36	47546	0	32
2014.08.08	1311.37	1322.59	1305.70	1309.31	54112	0	32
2014.08.10	1308.65	1311.36	1308.18	1310.94	1127	0	40
2014.08.11	1310.89	1311.28	1305.07	1307.58	36612	0	32
2014.08.12	1307.56	1317.74	1305.62	1308.78	39383	0	32
2014.08.13	1308.77	1314.89	1304.80	1312.77	40828	0	32
2014.08.14	1312.75	1319.30	1308.69	1312.47	41742	0	32
2014.08.15	1312.52	1315.04	1292.44	1304.52	47513	0	32
2014.08.17	1302.81	1303.01	1301.33	1302.44	1103	0	40
2014.08.18	1302.43	1303.56	1295.50	1298.22	36351	0	32
2014.08.19	1298.13	1302.26	1293.77	1295.54	34389	0	32
2014.08.20	1295.52	1297.83	1287.77	1290.60	39837	0	32
2014.08.21	1290.58	1290.81	1272.92	1276.76	43038	0	32
2014.08.22	1276.85	1282.83	1274.07	1280.85	36466	0	32
2014.08.24	1279.59	1279.59	1271.91	1276.40	38	0	40
2014.08.25	1277.60	1280.75	1274.40	1275.77	30017	0	32
2014.08.26	1275.78	1290.84	1275.39	1280.71	42126	0	32
2014.08.27	1280.49	1287.24	1280.03	1282.89	34923	0	32
2014.08.28	1282.83	1296.40	1282.74	1289.80	46698	0	32
2014.08.29	1289.79	1291.26	1283.32	1286.80	31728	0	32
2014.08.31	1287.20	1288.05	1285.68	1285.91	633	0	40
2014.09.01	1285.88	1289.82	1284.68	1286.48	17017	0	32
2014.09.02	1286.47	1287.41	1262.37	1266.57	42540	0	32
2014.09.03	1266.58	1271.41	1261.18	1269.20	40110	0	32
2014.09.04	1269.22	1277.11	1257.36	1258.27	47352	0	32
2014.09.05	1258.26	1273.57	1257.17	1268.22	47488	0	32
2014.09.07	1268.54	1270.10	1267.75	1268.36	722	0	40
2014.09.08	1268.36	1271.66	1251.37	1256.56	50775	0	32
2014.09.09	1256.50	1258.01	1247.46	1255.08	59495	0	32
2014.09.10	1255.09	1257.67	1243.73	1249.71	59441	0	32
2014.09.11	1249.71	1250.05	1234.87	1240.70	61342	0	32
2014.09.12	1240.72	1241.46	1227.45	1229.42	58104	0	32
2014.09.14	1226.12	1229.37	1225.47	1227.03	657	0	40
2014.09.15	1227.02	1238.46	1226.05	1232.77	23126	0	32
2014.09.16	1232.80	1241.85	1231.66	1234.70	22390	0	32
2014.09.17	1234.69	1239.45	1215.98	1217.34	28519	0	32
2014.09.18	1217.39	1227.81	1215.80	1225.76	49941	0	32
2014.09.19	1225.75	1228.51	1213.71	1215.35	70401	0	32
2014.09.21	1215.32	1216.28	1214.75	1214.84	1218	0	40
2014.09.22	1214.84	1220.33	1208.12	1214.73	57332	0	32
2014.09.23	1214.62	1235.31	1214.11	1222.00	62912	0	32
2014.09.24	1221.93	1225.96	1215.58	1216.46	54802	0	32
2014.09.25	1216.42	1224.36	1206.84	1222.03	64794	0	32
2014.09.26	1222.04	1231.16	1212.25	1218.07	58008	0	32
2014.09.28	1218.65	1218.80	1215.68	1216.83	1157	0	40
2014.09.29	1216.82	1223.21	1214.79	1215.28	56458	0	32
2014.09.30	1215.27	1219.99	1204.44	1208.52	64239	0	32
2014.10.01	1208.53	1219.28	1204.56	1212.97	65929	0	32
2014.10.02	1213.00	1222.24	1208.57	1214.49	71403	0	32
2014.10.03	1214.49	1215.18	1189.92	1190.69	56330	0	32
2014.10.05	1191.47	1191.48	1182.93	1185.67	2536	0	42
2014.10.06	1185.68	1208.91	1183.03	1206.11	55795	0	32
2014.10.07	1206.12	1213.33	1202.84	1210.04	54870	0	32
2014.10.08	1210.04	1224.02	1204.85	1220.22	74081	0	32
2014.10.09	1220.27	1233.28	1218.93	1224.43	70040	0	32
2014.10.10	1224.40	1225.36	1217.29	1222.91	63268	0	32
2014.10.12	1223.35	1230.97	1222.99	1229.87	2919	0	38
2014.10.13	1229.87	1237.68	1225.00	1235.66	53905	0	32
2014.10.14	1235.67	1238.07	1228.70	1230.03	67920	0	32
2014.10.15	1230.02	1249.57	1221.78	1240.55	90521	0	32
2014.10.16	1240.54	1245.06	1235.46	1238.09	94749	0	32
2014.10.17	1238.11	1241.63	1231.61	1237.80	66060	0	32
2014.10.19	1238.92	1240.12	1235.53	1236.23	1063	0	38
2014.10.20	1236.22	1248.61	1234.52	1246.70	58069	0	32
2014.10.21	1246.71	1255.11	1245.22	1248.32	67180	0	32
2014.10.22	1248.39	1249.27	1240.35	1241.74	53563	0	30
2014.10.23	1241.78	1244.52	1226.23	1232.10	60483	0	32
2014.10.24	1232.17	1234.15	1228.76	1230.76	47583	0	32
2014.10.26	1230.07	1230.54	1227.30	1227.90	1616	0	37
2014.10.27	1227.94	1231.88	1225.21	1226.10	43926	0	32
2014.10.28	1226.10	1235.47	1222.40	1228.93	55734	0	32
2014.10.29	1228.95	1230.48	1208.21	1212.48	48733	0	32
2014.10.30	1212.70	1215.52	1195.86	1200.08	67675	0	32
2014.10.31	1199.89	1202.61	1161.16	1172.44	81747	0	30
2014.11.02	1172.61	1172.61	1163.49	1166.17	1835	0	38
2014.11.03	1166.28	1173.72	1161.61	1165.15	53927	0	32
2014.11.04	1164.56	1174.56	1163.83	1168.90	55053	0	32
2014.11.05	1168.90	1169.24	1137.70	1143.31	76075	0	32
2014.11.06	1143.43	1149.49	1138.04	1140.42	73051	0	32
2014.11.07	1140.42	1178.62	1132.01	1177.83	96730	0	30
2014.11.09	1177.28	1177.50	1169.82	1170.40	2529	0	38
2014.11.10	1170.50	1177.15	1147.24	1155.25	85165	0	32
2014.11.11	1155.24	1173.16	1146.06	1161.68	94677	0	32
2014.11.12	1161.96	1169.89	1157.28	1158.77	91979	0	32
2014.11.13	1158.77	1167.90	1153.86	1160.76	95625	0	32
2014.11.14	1160.76	1193.54	1146.81	1188.53	103926	0	32
2014.11.16	1186.67	1187.68	1182.10	1182.10	3479	0	40
2014.11.17	1182.11	1194.13	1181.40	1186.15	99977	0	32
2014.11.18	1186.34	1204.57	1183.29	1194.97	89827	0	32
2014.11.19	1194.96	1202.12	1175.04	1181.96	110415	0	32
2014.11.20	1181.97	1197.06	1176.70	1193.05	109952	0	32
2014.11.21	1192.95	1207.59	1186.72	1201.27	109231	0	32
2014.11.23	1200.49	1204.15	1200.41	1201.41	2566	0	38
2014.11.24	1201.42	1203.61	1192.75	1197.07	77272	0	32
2014.11.25	1197.07	1202.78	1190.36	1201.14	81668	0	32
2014.11.26	1201.21	1201.51	1194.82	1197.46	52404	0	30
2014.11.27	1197.47	1199.55	1185.70	1189.35	68814	0	32
2014.11.28	1189.26	1190.68	1165.17	1167.04	79080	0	30
2014.11.30	1157.91	1159.91	1142.18	1150.86	7269	0	38
2014.12.01	1150.89	1220.93	1146.61	1205.78	120520	0	32
2014.12.02	1205.64	1210.54	1191.93	1197.67	98674	0	30
2014.12.03	1197.68	1214.94	1194.47	1207.96	83385	0	32
2014.12.04	1208.09	1213.29	1201.20	1204.13	79208	0	32
2014.12.05	1204.15	1207.47	1186.08	1192.01	80884	0	30
2014.12.07	1190.62	1190.82	1187.04	1189.14	2421	0	38
2014.12.08	1188.97	1208.77	1188.46	1202.97	83273	0	32
2014.12.09	1202.96	1238.15	1199.25	1229.14	121383	0	32
2014.12.10	1229.13	1238.16	1224.53	1229.56	133365	0	32
2014.12.11	1229.50	1232.65	1215.83	1226.48	126476	0	32
2014.12.12	1226.48	1227.27	1214.31	1222.36	116997	0	32
2014.12.14	1221.93	1223.76	1220.89	1221.80	1339	0	40
2014.12.15	1222.12	1224.06	1190.55	1198.54	108520	0	32
2014.12.16	1198.49	1223.42	1187.48	1197.56	87664	0	32
2014.12.17	1197.51	1202.91	1182.95	1190.30	68149	0	32
2014.12.18	1189.98	1213.73	1189.09	1196.57	71946	0	32
2014.12.19	1196.40	1201.17	1193.61	1195.49	65611	0	32
2014.12.21	1195.13	1195.61	1193.63	1195.44	807	0	44
2014.12.22	1195.37	1203.20	1170.51	1173.70	58863	0	32
2014.12.23	1173.79	1184.74	1172.45	1178.23	47841	0	32
2014.12.24	1177.98	1180.96	1172.69	1173.80	23733	0	32
2014.12.26	1186.50	1198.92	1185.27	1195.73	23386	0	32
2014.12.28	1193.99	1196.19	1193.75	1193.75	996	0	44
2014.12.29	1193.62	1197.35	1178.74	1181.68	53791	0	32
2014.12.30	1181.73	1210.37	1180.63	1199.34	69403	0	32
2014.12.31	1199.33	1203.66	1182.60	1187.64	38071	0	32
2015.01.02	1186.86	1194.78	1167.39	1188.45	57421	0	32
2015.01.04	1188.23	1188.42	1177.97	1183.83	1749	0	42
2015.01.05	1183.83	1207.32	1182.72	1203.18	73954	0	32
2015.01.06	1203.08	1222.95	1201.56	1216.06	84644	0	32
2015.01.07	1216.07	1218.49	1208.90	1212.24	70852	0	32
2015.01.08	1212.43	1216.37	1204.47	1208.03	66136	0	32
2015.01.09	1207.98	1223.76	1207.07	1223.01	69021	0	32
2015.01.11	1222.83	1226.31	1222.71	1225.46	1927	0	40
2015.01.12	1225.56	1235.77	1217.41	1231.25	71942	0	32
2015.01.13	1230.97	1244.04	1227.12	1232.92	86588	0	32
2015.01.14	1232.89	1244.24	1225.03	1230.81	95252	0	32
2015.01.15	1230.79	1266.60	1225.93	1261.82	93428	0	32
2015.01.16	1261.73	1281.96	1254.91	1279.82	85655	0	32
2015.01.18	1280.33	1281.55	1275.36	1278.67	2999	0	1
